Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1999-03-10,21.756,21.756,21.756,21.756,205957
1999-03-11,23.766,23.766,23.766,23.766,104554
1999-03-12,26.053,26.053,26.053,26.053,98970
1999-03-15,28.612,28.612,28.612,28.612,69065
1999-03-16,28.612,28.612,28.612,28.612,162327
1999-03-17,28.612,28.612,28.612,28.612,74051
1999-03-18,28.795,28.795,28.795,28.795,46576
1999-03-19,30.165,30.165,30.165,30.165,23148
1999-03-22,27.698,27.698,27.698,27.698,3824
1999-03-23,28.247,28.247,28.247,28.247,9408
1999-03-24,27.241,27.241,27.241,27.241,12095
1999-03-25,27.423,27.423,27.423,27.423,22500
1999-03-26,28.612,28.612,28.612,28.612,10158
1999-03-29,29.069,29.069,29.069,29.069,19061
1999-03-30,28.795,28.795,28.795,28.795,6797
1999-03-31,27.698,27.698,27.698,27.698,2520
1999-04-01,27.698,27.698,27.698,27.698,6274
1999-04-06,27.241,27.241,27.241,27.241,5115
1999-04-07,27.698,27.698,27.698,27.698,17841
1999-04-08,28.156,28.156,28.156,28.156,6842
1999-04-09,28.612,28.612,28.612,28.612,16806
1999-04-12,28.795,28.795,28.795,28.795,20328
1999-04-13,29.525,29.525,29.525,29.525,21546
1999-04-14,29.617,29.617,29.617,29.617,11793
1999-04-15,29.71,29.71,29.71,29.71,4949
1999-04-16,30.898,30.898,30.898,30.898,16633
1999-04-19,33.183,33.183,33.183,33.183,11365
1999-04-20,31.995,31.995,31.995,31.995,5125
1999-04-21,33.274,33.274,33.274,33.274,19487
1999-04-22,34.28,34.28,34.28,34.28,21778
1999-04-23,34.556,34.556,34.556,34.556,16274
1999-04-26,34.28,34.28,34.28,34.28,3410
1999-04-27,33.365,33.365,33.365,33.365,5404
1999-04-28,33.365,33.365,33.365,33.365,16084
1999-04-29,32.909,32.909,32.909,32.909,22644
1999-04-30,33.548,33.548,33.548,33.548,5965
1999-05-04,34.097,34.097,34.097,34.097,10671
1999-05-05,34.556,34.556,34.556,34.556,18843
1999-05-06,35.834,35.834,35.834,35.834,12939
1999-05-07,35.468,35.468,35.468,35.468,9664
1999-05-10,35.195,35.195,35.195,35.195,2980
1999-05-11,34.919,34.919,34.919,34.919,5560
1999-05-12,34.736,34.736,34.736,34.736,4970
1999-05-13,35.195,35.195,35.195,35.195,9351
1999-05-14,35.011,35.011,35.011,35.011,5340
1999-05-17,34.28,34.28,34.28,34.28,21717
1999-05-18,34.556,34.556,34.556,34.556,6983
1999-05-19,34.919,34.919,34.919,34.919,7214
1999-05-20,35.195,35.195,35.195,35.195,8807
1999-05-21,35.195,35.195,35.195,35.195,9408
1999-05-24,34.736,34.736,34.736,34.736,11071
1999-05-25,34.28,34.28,34.28,34.28,13645
1999-05-26,33.822,33.822,33.822,33.822,12983
1999-05-27,33.822,33.822,33.822,33.822,22500
1999-05-28,33.274,33.274,33.274,33.274,8672
1999-05-31,33.183,33.183,33.183,33.183,3514
1999-06-01,33.183,33.183,33.183,33.183,10858
1999-06-02,34.097,34.097,34.097,34.097,19573
1999-06-07,35.011,35.011,35.011,35.011,8722
1999-06-08,35.011,35.011,35.011,35.011,9444
1999-06-09,33.822,33.822,33.822,33.822,16160
1999-06-10,34.28,34.28,34.28,34.28,5714
1999-06-11,34.646,34.646,34.646,34.646,20067
1999-06-14,34.736,34.736,34.736,34.736,8901
1999-06-15,35.011,35.011,35.011,35.011,7369
1999-06-16,34.646,34.646,34.646,34.646,2878
1999-06-17,35.011,35.011,35.011,35.011,8171
1999-06-18,35.195,35.195,35.195,35.195,5714
1999-06-21,35.652,35.652,35.652,35.652,5790
1999-06-22,36.565,36.565,36.565,36.565,14987
1999-06-23,35.925,35.925,35.925,35.925,17755
1999-06-24,35.925,35.925,35.925,35.925,5938
1999-06-25,35.925,35.925,35.925,35.925,2495
1999-06-28,35.925,35.925,35.925,35.925,6464
1999-06-29,36.381,36.381,36.381,36.381,20751
1999-06-30,36.565,36.565,36.565,36.565,24198
1999-07-01,36.565,36.565,36.565,36.565,12979
1999-07-02,37.297,37.297,37.297,37.297,12364
1999-07-05,40.037,40.037,40.037,40.037,21709
1999-07-06,41.136,41.136,41.136,41.136,17546
1999-07-07,41.136,41.136,41.136,41.136,12786
1999-07-08,42.325,42.325,42.325,42.325,10906
1999-07-09,42.325,42.325,42.325,42.325,6993
1999-07-12,42.233,42.233,42.233,42.233,2500
1999-07-13,41.867,41.867,41.867,41.867,3056
1999-07-14,41.409,41.409,41.409,41.409,5036
1999-07-15,41.592,41.592,41.592,41.592,12103
1999-07-16,41.409,41.409,41.409,41.409,10529
1999-07-19,40.953,40.953,40.953,40.953,6473
1999-07-20,42.325,42.325,42.325,42.325,4440
1999-07-21,45.523,45.523,45.523,45.523,23731
1999-07-22,45.523,45.523,45.523,45.523,34052
1999-07-23,45.432,45.432,45.432,45.432,5495
1999-07-26,44.335,44.335,44.335,44.335,8896
1999-07-27,44.793,44.793,44.793,44.793,17333
1999-07-28,45.523,45.523,45.523,45.523,3393
1999-07-29,45.067,45.067,45.067,45.067,10858
1999-07-30,44.793,44.793,44.793,44.793,3903
1999-08-02,45.158,45.158,45.158,45.158,4289
1999-08-03,45.523,45.523,45.523,45.523,4643
1999-08-04,45.98,45.98,45.98,45.98,9489
1999-08-05,46.438,46.438,46.438,46.438,10006
1999-08-06,47.078,47.078,47.078,47.078,12441
1999-08-09,47.352,47.352,47.352,47.352,9124
1999-08-10,47.81,47.81,47.81,47.81,10825
1999-08-11,47.81,47.81,47.81,47.81,13671
1999-08-12,48.266,48.266,48.266,48.266,10938
1999-08-13,51.466,51.466,51.466,51.466,13255
1999-08-16,52.381,52.381,52.381,52.381,15307
1999-08-17,51.466,51.466,51.466,51.466,14234
1999-08-18,50.552,50.552,50.552,50.552,8349
1999-08-19,50.094,50.094,50.094,50.094,6343
1999-08-20,49.363,49.363,49.363,49.363,6498
1999-08-23,47.991,47.991,47.991,47.991,12716
1999-08-24,45.706,45.706,45.706,45.706,22203
1999-08-25,46.438,46.438,46.438,46.438,11700
1999-08-26,47.991,47.991,47.991,47.991,8425
1999-08-27,49.819,49.819,49.819,49.819,15209
1999-08-30,51.008,51.008,51.008,51.008,19175
1999-08-31,52.105,52.105,52.105,52.105,19455
1999-09-01,51.649,51.649,51.649,51.649,20728
1999-09-02,52.381,52.381,52.381,52.381,13959
1999-09-03,53.293,53.293,53.293,53.293,13150
1999-09-06,56.951,56.951,56.951,56.951,14133
1999-09-07,56.677,56.677,56.677,56.677,20497
1999-09-08,54.664,54.664,54.664,54.664,11970
1999-09-09,52.105,52.105,52.105,52.105,19865
1999-09-10,53.293,53.293,53.293,53.293,13882
1999-09-13,52.562,52.562,52.562,52.562,14314
1999-09-14,49.819,49.819,49.819,49.819,12274
1999-09-15,45.067,45.067,45.067,45.067,17003
1999-09-16,45.067,45.067,45.067,45.067,17928
1999-09-17,45.523,45.523,45.523,45.523,15628
1999-09-20,45.706,45.706,45.706,45.706,14567
1999-09-21,45.523,45.523,45.523,45.523,10147
1999-09-22,44.609,44.609,44.609,44.609,18646
1999-09-23,42.325,42.325,42.325,42.325,28345
1999-09-24,42.325,42.325,42.325,42.325,16406
1999-09-27,41.409,41.409,41.409,41.409,18319
1999-09-28,40.678,40.678,40.678,40.678,13477
1999-09-29,38.851,38.851,38.851,38.851,25824
1999-09-30,35.652,35.652,35.652,35.652,24349
1999-10-01,37.297,37.297,37.297,37.297,25486
1999-10-04,38.394,38.394,38.394,38.394,6964
1999-10-05,40.678,40.678,40.678,40.678,15001
1999-10-06,41.136,41.136,41.136,41.136,21183
1999-10-07,42.05,42.05,42.05,42.05,23122
1999-10-08,42.142,42.142,42.142,42.142,31958
1999-10-11,42.873,42.873,42.873,42.873,12482
1999-10-12,42.05,42.05,42.05,42.05,22879
1999-10-13,40.953,40.953,40.953,40.953,15758
1999-10-14,40.953,40.953,40.953,40.953,7077
1999-10-15,41.226,41.226,41.226,41.226,14204
1999-10-18,39.672,39.766,39.672,39.766,24249
1999-10-19,39.308,40.496,39.308,40.496,2769
1999-10-20,40.312,41.959,40.312,41.867,7642
1999-10-21,42.05,42.05,41.409,41.409,25788
1999-10-22,42.05,42.78,42.05,42.78,13110
1999-10-25,42.964,42.964,42.508,42.873,17179
1999-10-26,42.78,42.78,42.416,42.599,14029
1999-10-27,42.416,42.416,42.416,42.416,7081
1999-10-28,42.325,42.416,42.05,42.416,13653
1999-10-29,42.964,42.964,42.873,42.873,5589
1999-11-02,42.599,42.78,42.599,42.78,8452
1999-11-03,42.599,42.964,42.599,42.689,8725
1999-11-04,42.599,42.599,41.226,41.226,10370
1999-11-05,41.592,41.867,40.678,41.867,13726
1999-11-08,41.136,41.136,39.766,40.222,10377
1999-11-09,40.771,41.136,40.771,41.136,3224
1999-11-10,40.222,41.136,40.222,41.136,5501
1999-11-15,42.05,42.964,42.05,42.964,9969
1999-11-16,42.873,43.696,42.873,43.696,4064
1999-11-17,43.877,45.98,43.877,44.793,16731
1999-11-18,44.793,47.535,44.793,47.535,11522
1999-11-19,49.18,51.191,49.18,51.191,7917
1999-11-22,52.381,53.02,52.105,52.105,24896
1999-11-23,52.105,53.02,52.105,52.838,21822
1999-11-24,53.02,56.677,53.02,56.677,13811
1999-11-25,55.761,56.677,55.761,55.761,19849
1999-11-26,54.848,54.848,52.562,53.02,11079
1999-11-29,51.191,53.02,50.552,51.191,19016
1999-11-30,51.649,54.848,51.649,53.934,12696
1999-12-01,53.934,56.037,53.934,54.208,13161
1999-12-02,54.208,54.208,53.02,53.477,16921
1999-12-03,53.477,55.304,52.838,55.304,18517
1999-12-06,54.848,55.304,53.477,53.934,8360
1999-12-07,54.848,54.848,54.39,54.848,7099
1999-12-08,54.848,54.848,54.39,54.39,9206
1999-12-09,53.477,53.934,52.838,53.02,10204
1999-12-10,52.838,53.751,52.838,53.02,8345
1999-12-13,52.381,53.293,52.105,52.105,17871
1999-12-14,52.562,53.293,52.562,52.562,9343
1999-12-15,52.105,52.105,51.466,51.466,6870
1999-12-16,51.922,52.105,51.922,52.105,14758
1999-12-17,52.105,53.02,52.105,52.562,20886
1999-12-20,52.838,53.477,52.838,53.02,25254
1999-12-21,53.751,53.751,52.562,52.562,3779
1999-12-22,53.934,57.133,53.934,57.133,13539
1999-12-23,57.592,59.419,57.592,58.961,13826
1999-12-27,59.419,61.247,58.321,58.321,21002
1999-12-28,58.961,59.419,58.503,58.503,18133
1999-12-29,59.419,60.606,58.503,60.333,9925
2000-01-03,65.36,68.559,65.36,67.645,30473
2000-01-04,66.275,66.275,63.533,64.447,37732
2000-01-05,61.52,65.817,61.52,63.533,20772
2000-01-06,64.263,66.275,63.349,66.275,23059
2000-01-07,70.661,77.244,70.661,75.872,26992
2000-01-10,77.518,85.289,77.518,81.815,29845
2000-01-11,81.815,84.556,77.975,81.815,38537
2000-01-12,79.987,83.186,79.987,82.546,23934
2000-01-13,83.186,86.202,83.186,86.202,100353
2000-01-14,85.471,85.745,83.917,85.745,70835
2000-01-17,83.642,84.556,83.642,83.642,21234
2000-01-18,82.272,84.375,79.987,80.26,37571
2000-01-19,79.073,79.073,76.787,77.701,28424
2000-01-20,83.186,83.186,79.803,82.729,57199
2000-01-21,80.718,80.718,79.529,80.443,21593
2000-01-24,79.073,79.073,68.103,73.13,24161
2000-01-25,73.13,74.045,70.847,72.216,50746
2000-01-26,73.13,76.787,73.13,76.787,29552
2000-01-27,75.415,81.174,75.415,81.174,52363
2000-01-28,83.003,89.128,83.003,87.299,48651
2000-01-31,85.014,87.299,85.014,86.842,17460
2000-02-01,90.955,94.155,89.128,92.328,21364
2000-02-02,93.697,98.273,90.955,97.822,29729
2000-02-03,103.3,115.64,100.56,113.82,40410
2000-02-04,113.35,118.84,107.87,111.52,59099
2000-02-07,110.15,116.54,107.41,112.43,72986
2000-02-08,112.89,114.26,111.97,112.43,42635
2000-02-09,113.35,121.12,111.52,111.52,87579
2000-02-10,102.37,112.43,102.37,106.49,55719
2000-02-11,105.58,114.26,102.37,105.13,80593
2000-02-14,102.37,105.13,100.09,103.3,25805
2000-02-15,107.41,107.41,104.21,105.13,27053
2000-02-16,107.41,107.41,102.85,102.85,88102
2000-02-17,100.56,107.41,100.56,106.04,52665
2000-02-18,107.41,110.15,107.41,109.25,51579
2000-02-21,105.58,108.78,105.58,107.41,23201
2000-02-22,109.7,117,109.7,117,76651
2000-02-23,120.67,127.98,118.84,119.3,79526
2000-02-24,132.55,142.6,131.18,142.6,73807
2000-02-25,145.81,145.81,131.64,134.84,134679
2000-02-28,132.09,133.46,123.4,128.9,120932
2000-02-29,137.13,146.27,135.75,144.9,48988
2000-03-01,147.64,147.64,142.6,144.9,85976
2000-03-02,146.27,146.27,139.87,142.14,46752
2000-03-03,142.6,142.6,135.75,139.87,79183
2000-03-06,142.14,142.14,135.3,135.3,32873
2000-03-07,127.98,134.84,127.98,133.01,41927
2000-03-08,121.59,133.92,121.59,127.98,38050
2000-03-09,133.92,135.3,128.9,132.55,28050
2000-03-10,143.05,148.55,143.05,148.55,117108
2000-03-13,145.35,146.27,133.46,137.57,90329
2000-03-14,133.01,141.7,133.01,139.41,34231
2000-03-15,129.8,134.84,128.43,128.43,25285
2000-03-16,126.15,126.15,123.88,124.78,36697
2000-03-17,135.75,135.75,129.8,129.8,18086
2000-03-20,132.55,132.55,130.72,131.64,21436
2000-03-21,130.72,130.72,127.05,127.98,15682
2000-03-22,129.8,129.8,124.33,125.68,10911
2000-03-23,125.68,129.8,125.68,129.35,16870
2000-03-24,129.35,132.55,129.35,132.09,20486
2000-03-27,133.46,136.2,133.46,134.84,30375
2000-03-28,132.09,133.46,131.18,131.64,15666
2000-03-29,130.27,131.64,128.43,130.27,48627
2000-03-30,127.51,127.51,122.95,123.4,42124
2000-03-31,115.64,120.22,115.64,118.84,51255
2000-04-03,120.22,120.22,111.07,112.89,21073
2000-04-04,109.25,112.89,104.67,110.15,73382
2000-04-05,110.62,110.62,101.93,105.58,21072
2000-04-06,111.97,115.64,111.97,113.82,26796
2000-04-07,116.54,119.3,113.82,118.84,28111
2000-04-10,118.84,118.84,112.89,112.89,23199
2000-04-11,106.96,106.96,98.273,99.183,32156
2000-04-12,99.183,104.21,99.183,99.183,90904
2000-04-13,96.897,101.93,96.897,100.56,23998
2000-04-14,100.56,101.46,97.822,98.717,44124
2000-04-17,90.499,90.499,82.729,86.385,23794
2000-04-18,91.871,91.871,87.117,90.955,18482
2000-04-19,94.155,94.155,89.128,89.128,28208
2000-04-20,90.04,90.04,89.585,90.04,11436
2000-04-25,84.099,86.66,84.099,84.556,9462
2000-04-26,86.385,88.213,86.385,86.842,20689
2000-04-27,83.642,85.745,78.616,84.099,13518
2000-04-28,86.202,87.299,84.099,85.014,44028
2000-05-04,82.546,84.556,80.718,80.899,10730
2000-05-05,80.899,80.899,76.33,77.061,17343
2000-05-08,77.061,77.061,72.674,73.13,26453
2000-05-09,73.13,74.045,71.759,73.13,67248
2000-05-10,74.776,77.701,74.776,77.701,46039
2000-05-11,78.616,86.842,78.616,86.202,45213
2000-05-12,86.385,90.499,84.556,90.316,248819
2000-05-15,90.499,95.073,86.842,86.842,88655
2000-05-16,90.499,91.413,86.842,88.671,38724
2000-05-17,88.671,88.671,84.831,85.928,52047
2000-05-18,85.471,88.487,85.471,86.385,46271
2000-05-19,86.66,86.66,83.917,84.099,41571
2000-05-22,79.987,82.272,79.529,81.358,54357
2000-05-23,82.272,82.272,78.158,79.803,13875
2000-05-24,74.959,75.233,72.216,74.045,23450
2000-05-25,75.233,76.787,74.776,75.415,17443
2000-05-26,71.759,73.588,71.759,73.13,12219
2000-05-29,70.847,74.776,70.847,74.045,44843
2000-05-30,73.863,75.415,72.674,75.233,58913
2000-05-31,79.529,79.529,76.787,78.158,54525
2000-06-01,79.529,85.928,79.529,85.928,26858
2000-06-02,86.385,91.413,83.186,90.499,53107
2000-06-05,90.04,92.784,88.213,89.128,54862
2000-06-06,86.385,87.117,82.089,82.729,38449
2000-06-07,81.815,85.745,81.815,85.289,34230
2000-06-08,88.213,90.499,85.928,85.928,34984
2000-06-09,85.014,87.299,83.642,86.842,25894
2000-06-12,85.014,85.014,82.546,82.546,13487
2000-06-13,83.186,84.099,82.272,83.186,32501
2000-06-14,84.375,86.385,84.375,85.745,12651
2000-06-15,82.272,84.099,82.089,84.099,17497
2000-06-16,83.186,84.099,82.729,82.729,13198
2000-06-19,83.917,83.917,82.546,83.003,5481
2000-06-20,83.917,85.471,83.917,85.014,16662
2000-06-21,84.556,85.289,83.46,85.014,10152
2000-06-23,84.556,86.202,84.375,85.289,9537
2000-06-26,87.117,94.155,87.117,93.697,43659
2000-06-27,95.988,98.717,95.53,95.988,172002
2000-06-28,95.988,100.56,95.53,100.56,50422
2000-06-29,99.63,99.63,95.073,95.53,82721
2000-06-30,95.988,95.988,91.871,92.328,27988
2000-07-03,92.784,95.53,92.784,93.697,15370
2000-07-04,95.073,95.073,93.697,93.697,8739
2000-07-05,93.241,94.155,90.499,91.231,29327
2000-07-06,90.499,90.499,87.573,87.757,55555
2000-07-07,87.757,87.757,82.729,84.556,18277
2000-07-10,87.757,87.757,84.099,84.375,12257
2000-07-11,82.729,82.729,79.987,80.899,19945
2000-07-12,80.899,84.375,80.899,83.642,41916
2000-07-13,84.099,84.099,82.089,82.089,31613
2000-07-14,83.642,83.642,79.529,79.529,46180
2000-07-17,80.443,81.358,79.073,79.803,24539
2000-07-18,80.443,84.099,80.443,82.546,73862
2000-07-19,83.186,85.928,82.272,83.642,20126
2000-07-20,82.272,83.642,82.272,83.186,11342
2000-07-21,79.987,80.899,79.529,79.987,48269
2000-07-24,78.616,78.616,77.701,78.432,17743
2000-07-25,76.33,76.33,73.588,75.233,33005
2000-07-26,73.588,73.588,68.559,68.559,58822
2000-07-27,67.462,69.016,65.36,68.103,85645
2000-07-28,66.275,67.645,66.275,66.731,42810
2000-07-31,66.275,66.731,65.36,65.636,18376
2000-08-01,65.36,65.36,61.247,63.533,30978
2000-08-02,63.074,64.902,63.074,64.902,24172
2000-08-03,63.533,64.447,62.617,63.074,25819
2000-08-04,65.817,66.091,64.721,66.091,25837
2000-08-07,64.721,65.36,63.533,64.721,14122
2000-08-08,63.805,64.721,63.805,64.447,18374
2000-08-09,66.091,67.645,66.091,67.005,37308
2000-08-10,66.548,66.548,63.533,63.989,29955
2000-08-11,62.161,62.435,61.064,61.978,31405
2000-08-14,62.161,63.349,62.161,62.893,9698
2000-08-16,62.893,64.447,62.893,64.447,9623
2000-08-17,62.893,63.533,61.703,62.435,6925
2000-08-18,63.533,63.533,61.703,62.893,13564
2000-08-21,61.703,61.703,60.791,61.703,7704
2000-08-22,62.617,62.617,61.52,62.617,9430
2000-08-23,62.893,64.447,62.893,63.074,10549
2000-08-24,64.721,66.731,64.721,66.731,34354
2000-08-25,67.189,67.645,65.817,66.731,25752
2000-08-28,66.731,66.731,64.902,66.275,26514
2000-08-29,65.817,66.275,64.721,66.091,17997
2000-08-30,66.548,68.559,66.548,68.103,18703
2000-08-31,68.559,72.674,68.559,72.491,57198
2000-09-01,75.415,80.26,74.776,78.89,112631
2000-09-04,79.803,79.803,75.872,77.701,65664
2000-09-05,76.787,76.787,73.13,74.502,32935
2000-09-06,73.863,75.69,73.13,74.959,43584
2000-09-07,71.759,72.674,70.388,72.491,40786
2000-09-08,73.588,73.588,71.576,71.576,17922
2000-09-11,70.388,71.576,69.932,71.576,17880
2000-09-12,69.016,71.119,68.834,71.119,119089
2000-09-13,71.759,72.216,69.474,70.847,37780
2000-09-14,70.661,71.119,69.474,69.748,46503
2000-09-15,68.559,69.016,67.645,68.834,21022
2000-09-18,66.275,68.559,66.275,68.559,14895
2000-09-19,68.559,69.932,68.559,69.474,19124
2000-09-20,70.661,70.661,68.559,68.559,27873
2000-09-21,68.559,68.559,65.36,66.275,22450
2000-09-22,61.703,62.893,59.419,62.069,92822
2000-09-25,63.989,65.086,62.617,63.989,32199
2000-09-26,61.703,61.703,59.875,60.606,40665
2000-09-27,58.961,60.699,58.87,59.875,16693
2000-09-28,59.328,59.328,56.494,58.048,45708
2000-09-29,58.961,59.875,58.048,58.961,62660
2000-10-02,57.133,59.693,57.133,59.419,25042
2000-10-03,58.048,59.236,57.406,59.236,15206
2000-10-04,57.133,58.048,56.494,56.859,37318
2000-10-05,57.773,58.778,57.773,58.139,54657
2000-10-06,58.596,61.52,58.596,59.784,52262
2000-10-09,57.592,57.592,56.219,57.042,26748
2000-10-10,58.048,58.048,56.585,58.048,16654
2000-10-11,55.761,55.761,52.196,53.934,34580
2000-10-12,54.482,55.214,52.381,52.381,53685
2000-10-13,50.186,50.278,47.627,50.278,47720
2000-10-16,55.123,55.304,53.659,54.39,59701
2000-10-17,54.848,56.677,53.934,55.761,30431
2000-10-18,53.11,54.848,50.278,50.917,30255
2000-10-19,54.117,56.677,54.117,56.219,21550
2000-10-20,56.677,57.316,55.03,55.853,41156
2000-10-23,56.494,56.494,54.94,55.761,16013
2000-10-24,55.489,56.401,55.304,55.761,25702
2000-10-25,54.848,54.848,52.746,53.386,30068
2000-10-26,53.02,53.02,51.191,52.105,32569
2000-10-27,53.02,53.477,52.013,53.477,17440
2000-10-30,53.02,53.02,51.922,52.288,7039
2000-10-31,50.186,50.186,47.26,48.45,56954
2000-11-02,47.991,49.819,47.991,49.546,42512
2000-11-03,50.278,50.278,47.078,47.078,79385
2000-11-06,47.444,48.082,47.17,48.082,81322
2000-11-07,47.444,47.444,45.706,46.073,40583
2000-11-08,46.163,46.163,45.248,45.341,21872
2000-11-09,44.793,44.793,42.508,43.329,25203
2000-11-10,42.964,42.964,40.587,41.226,33895
2000-11-13,39.216,39.216,37.662,38.394,58170
2000-11-14,39.672,42.416,39.399,42.05,80698
2000-11-15,42.416,42.416,41.409,41.684,53679
2000-11-16,41.319,41.502,40.678,41.502,10709
2000-11-17,41.502,42.233,40.678,42.142,8920
2000-11-20,43.787,44.061,42.599,43.239,38956
2000-11-21,43.877,45.706,43.877,44.518,20129
2000-11-22,44.244,44.427,42.78,44.427,29282
2000-11-23,44.609,45.706,43.696,44.976,13724
2000-11-24,44.976,47.444,44.976,46.53,48808
2000-11-27,48.45,48.632,46.803,46.803,48635
2000-11-28,46.62,46.895,44.883,45.248,17330
2000-11-29,44.335,45.158,43.512,44.976,19411
2000-11-30,43.239,44.702,42.689,44.702,33970
2000-12-01,44.793,45.706,44.244,45.248,16301
2000-12-04,44.793,44.793,43.056,43.877,14741
2000-12-05,44.883,45.341,44.061,45.067,7116
2000-12-06,48.45,48.54,46.62,47.17,73231
2000-12-07,46.712,47.717,46.163,46.62,81192
2000-12-08,47.991,49.363,47.352,48.723,90883
2000-12-11,50.552,51.649,49.729,50.643,82707
2000-12-12,51.374,52.196,50.278,51.922,56325
2000-12-13,52.928,52.928,50.278,51.74,74026
2000-12-14,51.556,51.922,50.459,51.922,41600
2000-12-15,51.556,51.649,50.369,51.649,27544
2000-12-18,50.734,54.025,50.734,53.751,25328
2000-12-19,52.653,54.39,52.653,53.934,32086
2000-12-20,52.196,52.653,50.369,51.374,27626
2000-12-21,49.363,51.922,49.271,51.466,117149
2000-12-22,52.928,54.39,52.105,54.025,31210
2000-12-27,55.03,56.127,54.848,55.58,37704
2000-12-28,56.494,56.494,54.848,56.037,32632
2000-12-29,55.761,58.321,55.761,57.956,45539
2001-01-02,55.761,58.961,55.489,57.133,14514
2001-01-03,56.037,57.133,54.848,55.304,39547
2001-01-04,58.048,58.048,56.677,56.677,56266
2001-01-05,57.316,57.498,55.853,55.853,20942
2001-01-08,54.848,55.304,52.653,53.11,23550
2001-01-09,53.934,54.208,50.459,53.934,27220
2001-01-10,52.105,53.02,51.191,51.922,21189
2001-01-11,51.191,51.922,51.008,51.922,16863
2001-01-12,53.477,53.659,52.562,52.838,31510
2001-01-15,52.838,53.02,51.284,52.105,12467
2001-01-16,51.284,53.02,51.191,52.928,12090
2001-01-17,53.567,56.585,52.562,55.396,24839
2001-01-18,56.677,57.498,55.761,56.219,44997
2001-01-19,57.592,58.778,57.592,58.412,58648
2001-01-22,57.133,58.048,56.677,56.859,23974
2001-01-23,56.677,57.042,56.127,56.31,21762
2001-01-24,58.412,58.412,57.316,57.592,18549
2001-01-25,57.498,58.412,56.767,58.139,15073
2001-01-26,56.677,57.956,56.219,57.956,23357
2001-01-29,57.863,59.875,57.773,59.419,17958
2001-01-30,61.247,62.069,60.791,60.881,21411
2001-01-31,61.612,61.612,60.333,60.333,16416
2001-02-01,60.058,60.058,58.688,59.328,21353
2001-02-02,59.784,60.791,57.863,58.231,41707
2001-02-05,56.677,57.592,55.761,55.761,40416
2001-02-06,51.649,54.39,51.649,53.842,88183
2001-02-07,53.02,53.02,50.459,52.105,41169
2001-02-08,51.649,52.653,50.734,51.191,11799
2001-02-09,50.917,51.191,48.45,49.363,16888
2001-02-12,48.45,49.271,47.17,47.352,20360
2001-02-13,48.723,49.363,46.895,49.363,13825
2001-02-14,47.9,48.632,47.352,48.45,15570
2001-02-15,49.089,50.278,48.998,49.819,26045
2001-02-16,48.815,49.271,46.803,48.356,23050
2001-02-19,47.26,48.45,45.706,46.163,22986
2001-02-20,47.352,47.81,43.877,43.969,41304
2001-02-21,42.05,43.421,41.959,42.508,29970
2001-02-22,42.508,45.067,42.233,43.877,16878
2001-02-23,45.706,45.706,43.877,44.793,22837
2001-02-26,47.627,47.627,45.98,46.712,27560
2001-02-27,46.712,46.803,43.877,43.877,24664
2001-02-28,42.233,45.248,41.867,44.518,32258
2001-03-01,42.508,44.427,41.319,42.05,33535
2001-03-02,42.142,43.421,41.592,42.508,64341
2001-03-05,43.239,44.883,42.599,44.883,15555
2001-03-06,45.798,46.347,45.067,45.98,22705
2001-03-07,45.615,45.798,43.421,45.248,20929
2001-03-08,45.248,45.248,44.153,44.427,11465
2001-03-09,43.147,44.153,42.325,42.964,16918
2001-03-12,41.319,42.416,39.491,39.672,49798
2001-03-13,37.936,40.222,37.936,39.947,53588
2001-03-14,39.947,40.13,36.017,37.297,28346
2001-03-15,37.478,41.045,36.657,39.766,37249
2001-03-16,39.766,40.406,37.478,39.766,20640
2001-03-19,40.678,40.678,39.308,39.399,11226
2001-03-20,40.678,41.136,39.857,39.857,30338
2001-03-21,38.394,39.766,38.119,38.851,23800
2001-03-22,38.394,38.759,37.936,38.21,22322
2001-03-23,39.857,40.037,39.308,39.672,15471
2001-03-26,40.406,41.684,40.222,40.222,13164
2001-03-27,39.947,40.222,39.124,40.13,8441
2001-03-28,40.222,40.862,39.491,39.947,4130
2001-03-29,39.308,40.222,38.668,39.672,16234
2001-03-30,39.766,40.587,39.766,40.222,30478
2001-04-02,40.222,41.136,40.13,41.045,14867
2001-04-03,39.766,41.226,38.942,41.136,16048
2001-04-04,39.308,41.774,39.308,41.592,10048
2001-04-05,42.05,43.421,42.05,43.421,16785
2001-04-06,44.883,45.432,44.061,45.067,38077
2001-04-09,44.702,46.803,44.518,46.803,19603
2001-04-10,48.266,49.546,47.078,47.078,41023
2001-04-11,47.991,49.363,47.535,48.45,25698
2001-04-12,47.9,47.9,47.17,47.352,10881
2001-04-17,44.427,46.347,44.427,45.615,16176
2001-04-18,47.991,48.906,47.17,48.906,18967
2001-04-19,51.191,51.649,48.54,49.819,46044
2001-04-20,49.546,50.459,48.815,49.454,19044
2001-04-23,47.81,49.271,47.81,48.723,6691
2001-04-24,49.454,49.912,48.54,49.912,12912
2001-04-25,49.637,51.284,49.546,51.008,23728
2001-04-26,51.191,52.838,51.008,52.562,27848
2001-04-27,51.649,53.386,51.466,52.471,13338
2001-04-30,52.746,53.567,52.562,52.562,12644
2001-05-02,51.556,52.838,50.459,51.191,8525
2001-05-04,50.278,51.831,49.819,50.004,8825
